"depths","durations","times","stages"
1,1.42273876265111,0,1
2,2.80758559703827,1.42273876265111,1
3,1.17621613338015,4.23032435968937,1
4,4.54441404306433,5.40654049306953,1
5,11.4402803281943,9.95095453613386,1
4,4.36338938824419,21.3912348643282,1
5,3.86745290559236,25.7546242525723,1
6,74.6358236812103,29.6220771581647,1
7,4.74389476908578,104.257900839375,1
8,74.9681269611511,109.001795608461,1
9,29.5455985094628,183.969922569612,1
10,28.3724596444517,213.515521079075,1
11,0.606546540641119,241.887980723526,1
10,20.137906379532,242.494527264167,1
11,25.1652751273165,262.6324336437,1
12,3.23410052561479,287.797708771016,1
13,146.880843599663,291.031809296631,1
14,194.714688984748,437.912652896294,1
15,19.9590693456317,632.627341881042,1
15,1027.49468016449,652.586411226674,2
15,62.4708647762116,1680.08109139116,3
14,18.1419052742422,1742.55195616737,3
13,89.0001747493322,1760.69386144161,3
12,89.6295383094143,1849.69403619094,3
11,48.7505679872509,1939.32357450036,3
10,403.222952279216,1988.07414248761,3
9,1.8235540659507,2391.29709476683,3
10,206.030326191183,2393.12064883278,3
9,42.4261202286775,2599.15097502396,3
8,69.3535078076466,2641.57709525264,3
7,26.8454392595836,2710.93060306028,3
6,20.2409566527544,2737.77604231987,3
5,15.010474041886,2758.01699897262,3
4,20.4130285604797,2773.02747301451,3
3,8.87963368091732,2793.44050157499,3
2,2.08862221639993,2802.32013525591,3
1,Inf,2804.40875747231,3
