"depths","durations","times","stages"
1,18.2973199989259,0,1
2,16.4247774451337,18.2973199989259,1
3,50.2924004697564,34.7220974440596,1
4,6.27757753762934,85.014497913816,1
5,4.92415524611066,91.2920754514453,1
6,9.00153332870808,96.216230697556,1
7,170.419344876146,105.217764026264,1
8,20.566460209663,275.63710890241,1
9,53.8037499669653,296.203569112073,1
10,122.199217618482,350.007319079039,1
11,14.4214696354336,472.206536697521,1
12,53.9937678546337,486.628006332954,1
12,457.062996499718,540.621774187588,2
13,450.262284767258,997.684770687307,2
13,21.1643235292286,1447.94705545456,3
12,125.039042734557,1469.11137898379,3
11,88.6094071867326,1594.15042171835,3
10,93.4235631523457,1682.75982890508,3
9,0.143651770194992,1776.18339205743,3
8,19.5819210687962,1776.32704382762,3
7,40.2212749062608,1795.90896489642,3
6,15.3513942980983,1836.13023980268,3
5,1.83786553029404,1851.48163410078,3
4,17.1930389106776,1853.31949963107,3
3,7.67286598565988,1870.51253854175,3
2,36.1960776878482,1878.18540452741,3
1,Inf,1914.38148221526,3
