"depths","durations","times","stages"
1,9.77194186142881,0,1
2,65.4345975253567,9.77194186142881,1
3,31.2260240797128,75.2065393867855,1
4,9.93632328534723,106.432563466498,1
5,15.7748329142729,116.368886751845,1
6,47.1741193572373,132.143719666118,1
5,3.89877658337355,179.317839023356,1
4,4.99444649868184,183.216615606729,1
5,51.5009755370464,188.211062105411,1
6,27.1944055503388,239.712037642458,1
7,4.630434920845,266.906443192796,1
8,6.33001975226381,271.536878113641,1
9,1.94533769475618,277.866897865905,1
10,35.3076957189478,279.812235560661,1
11,341.21255968076,315.119931279609,1
12,67.327194166664,656.33249096037,1
13,69.1718829071356,723.659685127034,1
12,22.3431924276838,792.831568034169,1
12,827.386973692187,815.174760461853,2
12,208.925456355063,1642.56173415404,3
11,29.196240240708,1851.4871905091,3
10,46.3564789749216,1880.68343074981,3
9,6.59166460495226,1927.03990972473,3
8,67.0826087360342,1933.63157432969,3
7,39.1994458605727,2000.71418306572,3
6,56.6433220314248,2039.91362892629,3
5,74.8760919984352,2096.55695095772,3
4,7.86952680209652,2171.43304295615,3
3,8.59153706463985,2179.30256975825,3
2,28.6088404042607,2187.89410682289,3
1,Inf,2216.50294722715,3
