"depths","times","stages"
1,0,1
4,60,1
6,120,1
6,180,1
6,240,1
8,300,1
9,360,1
9,420,1
8,480,1
9,540,1
10,600,1
10,660,1
12,720,1
13,780,1
13,840,1
13,900,1
13,960,2
14,1020,2
14,1080,2
14,1140,2
14,1200,2
14,1260,2
14,1320,2
14,1380,2
14,1440,2
14,1500,2
14,1560,2
14,1620,2
14,1680,2
14,1740,2
14,1800,2
14,1860,2
14,1920,2
14,1980,2
14,2040,2
14,2100,2
14,2160,2
14,2220,2
14,2280,2
13,2340,2
13,2400,2
13,2460,2
13,2520,2
13,2580,2
13,2640,2
13,2700,3
13,2760,3
13,2820,3
13,2880,3
13,2940,3
13,3000,3
13,3060,3
13,3120,3
13,3180,3
13,3240,3
13,3300,3
13,3360,3
13,3420,3
13,3480,3
12,3540,3
12,3600,3
11,3660,3
10,3720,3
10,3780,3
10,3840,3
10,3900,3
9,3960,3
9,4020,3
9,4080,3
9,4140,3
9,4200,3
9,4260,3
9,4320,3
9,4380,3
8,4440,3
8,4500,3
8,4560,3
5,4620,3
5,4680,3
3,4740,3
1,4800,3
