"depths","times","stages"
1,0,1
4,60,1
4,120,1
5,180,1
8,240,1
9,300,1
9,360,1
9,420,1
8,480,1
9,540,1
9,600,1
9,660,1
9,720,1
9,780,1
10,840,1
10,900,1
10,960,2
10,1020,2
10,1080,2
9,1140,2
9,1200,2
9,1260,2
9,1320,2
9,1380,2
9,1440,2
9,1500,2
9,1560,2
9,1620,2
9,1680,2
9,1740,2
9,1800,2
9,1860,2
9,1920,2
9,1980,2
9,2040,2
9,2100,2
9,2160,2
10,2220,2
10,2280,2
11,2340,3
11,2400,3
11,2460,3
11,2520,3
11,2580,3
11,2640,3
11,2700,3
11,2760,3
11,2820,3
10,2880,3
10,2940,3
10,3000,3
10,3060,3
9,3120,3
9,3180,3
8,3240,3
7,3300,3
6,3360,3
5,3420,3
5,3480,3
1,3540,3
