"depths","durations","times","stages"
1,10.8913373307403,0,1
2,10.9395439773798,10.8913373307403,1
3,7.86902590794489,21.8308813081201,1
4,6.35418426245451,29.699907216065,1
3,23.2053454917178,36.0540914785195,1
4,23.0732879439197,59.2594369702372,1
5,66.0151426765259,82.332724914157,1
6,33.6613679570393,148.347867590683,1
7,63.8309130417117,182.009235547722,1
8,24.9322383960986,245.840148589434,1
9,4.89692096691579,270.772386985532,1
10,41.2147354474291,275.669307952448,1
11,92.6210409595188,316.884043399877,1
12,38.5706289196387,409.505084359396,1
13,50.1272488282809,448.075713279035,1
14,40.9040373824537,498.202962107316,1
15,296.073994310456,539.106999489769,1
15,1079.2671786428,835.180993800225,2
14,43.1965001726967,1914.44817244303,2
14,289.366840455994,1957.64467261572,3
13,431.27937207755,2247.01151307172,3
12,245.28585187009,2678.29088514927,3
11,155.973027338611,2923.57673701936,3
10,79.8854355385993,3079.54976435797,3
9,203.770691923854,3159.43519989657,3
8,62.4993327047496,3363.20589182042,3
7,11.0155661241151,3425.70522452517,3
6,20.5369642947094,3436.72079064929,3
5,12.8042310284918,3457.257754944,3
4,77.8249623796632,3470.06198597249,3
5,14.1868801222963,3547.88694835215,3
4,42.5605096666518,3562.07382847445,3
3,46.7286937174144,3604.6343381411,3
2,18.7573993345723,3651.36303185851,3
1,Inf,3670.12043119309,3
