"depths","durations","times","stages"
1,7.56712121609598,0,1
2,69.6726711352074,7.56712121609598,1
3,4.11917357891798,77.2397923513034,1
4,29.086526109368,81.3589659302213,1
5,2.51883693969214,110.445492039589,1
6,15.5386072456216,112.964328979282,1
7,58.3559075342425,128.502936224903,1
8,2.81308883180222,186.858843759146,1
9,47.1042907921539,189.671932590948,1
8,50.7006973000177,236.776223383102,1
9,37.5684934441621,287.476920683119,1
8,4.54087692002457,325.045414127282,1
9,128.273344187221,329.586291047306,1
10,62.4007895356556,457.859635234527,1
11,46.9980351069488,520.260424770182,1
11,380.548611269299,567.258459877131,2
12,12.7975679311634,947.807071146431,2
13,467.154521571381,960.604639077594,2
13,551.394916020506,1427.75916064898,3
12,104.12592396647,1979.15407666948,3
11,135.402940715909,2083.28000063595,3
10,59.4534325716086,2218.68294135186,3
9,109.463034289219,2278.13637392347,3
8,31.3389162183739,2387.59940821269,3
7,19.0562371304063,2418.93832443106,3
6,234.440198367169,2437.99456156147,3
5,25.1008322741836,2672.43475992864,3
4,29.3385613172691,2697.53559220282,3
3,9.58108972292393,2726.87415352009,3
2,40.5206776956534,2736.45524324301,3
1,Inf,2776.97592093867,3
