"depths","durations","times","stages"
1,16.1798865858613,0,1
2,1.95041936163704,16.1798865858613,1
3,24.0425242632104,18.1303059474984,1
4,32.2804597609664,42.1728302107087,1
5,103.431890088426,74.4532899716751,1
6,26.2180053669518,177.885180060101,1
7,23.8887993637142,204.103185427053,1
8,6.18458864724258,227.991984790767,1
9,13.8751368870693,234.17657343801,1
10,70.4779066906013,248.051710325079,1
11,35.6109317693353,318.52961701568,1
12,312.984176804236,354.140548785016,1
12,91.9093110421054,667.124725589252,2
13,504.416006249137,759.034036631358,2
12,103.941426346226,1263.45004288049,2
13,115.008140383494,1367.39146922672,2
14,98.5004658678338,1482.39960961022,2
14,294.463677500022,1580.90007547805,3
13,1215.92614452821,1875.36375297807,3
12,393.904861354397,3091.28989750629,3
11,123.300377951455,3485.19475886068,3
10,81.7142887132322,3608.49513681214,3
9,11.4060937501072,3690.20942552537,3
8,63.7339248909093,3701.61551927548,3
7,2.93409656272797,3765.34944416639,3
6,35.3127736579236,3768.28354072911,3
7,45.6998771656695,3803.59631438704,3
6,136.935779620462,3849.29619155271,3
5,0.473607831039772,3986.23197117317,3
4,1.857454483531,3986.70557900421,3
3,12.0310627490207,3988.56303348774,3
2,0.274650503172779,4000.59409623676,3
1,Inf,4000.86874673993,3
