"depths","durations","times","stages"
1,2.88380356562343,0,1
2,35.6186413875867,2.88380356562343,1
3,38.6029404718444,38.5024449532102,1
4,16.7868223963228,77.1053854250546,1
5,55.0991771403879,93.8922078213774,1
6,44.9969444790849,148.991384961765,1
7,13.9492626174059,193.98832944085,1
8,25.3727376391824,207.937592058256,1
9,6.09943123160011,233.310329697439,1
10,2.16882232738752,239.409760929039,1
11,69.585891689402,241.578583256426,1
12,31.7103280805239,311.164474945828,1
13,3.97691197648209,342.874803026352,1
14,97.3739647657863,346.851715002834,1
15,158.508888684933,444.22567976862,1
16,76.7345212672647,602.734568453554,1
15,12.4024348319621,679.469089720818,1
15,816.035856473813,691.87152455278,2
15,59.1483430211458,1507.90738102659,3
14,53.3085178945262,1567.05572404774,3
13,384.926262077327,1620.36424194227,3
12,226.92462524218,2005.29050401959,3
11,47.7178568915083,2232.21512926177,3
10,146.782995026226,2279.93298615328,3
9,2.1424163225488,2426.71598117951,3
8,55.0100322483704,2428.85839750206,3
7,0.847738223251781,2483.86842975043,3
6,1.55603500974621,2484.71616797368,3
5,8.97567067633645,2486.27220298342,3
4,39.6876771256952,2495.24787365976,3
3,0.646575267294338,2534.93555078546,3
4,67.6090687886417,2535.58212605275,3
3,43.6241887831038,2603.19119484139,3
2,2.22851967416182,2646.8153836245,3
1,Inf,2649.04390329866,3
