"depths","durations","times","stages"
1,3.9462922743231,0,1
2,1.3268341931204,3.9462922743231,1
3,0.0840300258088877,5.2731264674435,1
4,18.8036541086478,5.35715649325239,1
5,1.93699875225623,24.1608106019002,1
6,3.97428416983328,26.0978093541565,1
7,7.5365352547831,30.0720935239897,1
8,88.285183736319,37.6086287787728,1
9,27.614986598233,125.893812515092,1
10,86.3868709607406,153.508799113325,1
11,1.05064463180801,239.895670074065,1
12,66.7261716016434,240.946314705873,1
13,38.1308492607932,307.672486307517,1
14,2.64366577845067,345.80333556831,1
15,192.587161591909,348.447001346761,1
15,714.927963495875,541.03416293867,2
15,76.1940018352302,1255.96212643455,3
14,40.5731793679297,1332.15612826978,3
13,53.4782835055291,1372.72930763771,3
12,205.442446743497,1426.20759114323,3
11,44.4378810546671,1631.65003788673,3
10,5.52993808407336,1676.0879189414,3
9,110.83035177134,1681.61785702547,3
8,26.631611418755,1792.44820879681,3
7,8.69567145127803,1819.07982021557,3
6,22.529089158789,1827.77549166684,3
5,1.16729468107224,1850.30458082563,3
4,45.0720553027288,1851.47187550671,3
3,18.9712869450609,1896.54393080943,3
2,28.8109866037876,1915.5152177545,3
1,Inf,1944.32620435828,3
