"depths","times","stages"
1,0,1
5,60,1
6,120,1
6,180,1
6,240,1
9,300,1
10,360,1
10,420,1
11,480,1
11,540,1
10,600,1
11,660,1
11,720,1
11,780,1
12,840,1
12,900,1
12,960,1
12,1020,1
13,1080,1
14,1140,1
14,1200,1
14,1260,1
14,1320,2
13,1380,2
13,1440,2
13,1500,2
13,1560,2
13,1620,2
13,1680,2
13,1740,2
13,1800,2
13,1860,2
13,1920,2
13,1980,2
13,2040,2
13,2100,2
13,2160,2
13,2220,2
13,2280,2
13,2340,2
13,2400,2
13,2460,2
13,2520,2
13,2580,2
13,2640,2
13,2700,2
13,2760,2
13,2820,2
13,2880,2
13,2940,2
13,3000,2
13,3060,3
13,3120,3
13,3180,3
13,3240,3
13,3300,3
12,3360,3
12,3420,3
12,3480,3
11,3540,3
11,3600,3
10,3660,3
10,3720,3
10,3780,3
10,3840,3
9,3900,3
8,3960,3
6,4020,3
3,4080,3
1,4134.65635892633,3
