"depths","durations","times","stages"
1,7.18106459358813,0,1
2,30.8587438074119,7.18106459358813,1
3,32.7883214302505,38.039808401,1
4,49.4603929680862,70.8281298312505,1
5,65.0312110172021,120.288522799337,1
6,6.06816339664826,185.319733816539,1
7,125.251887918814,191.387897213187,1
8,196.226668458106,316.639785132002,1
9,51.5647264524243,512.866453590107,1
10,91.7235814186151,564.431180042532,1
11,24.3771956009773,656.154761461147,1
12,34.0531172989378,680.531957062124,1
13,318.128720699478,714.585074361062,1
13,134.599461300279,1032.71379506054,2
14,794.25391262382,1167.31325636082,2
15,367.857864922967,1961.56716898464,2
16,660.204498153216,2329.42503390761,2
16,761.228674996806,2989.62953206082,3
15,1369.54874639484,3750.85820705763,3
14,252.532574563425,5120.40695345247,3
13,686.918547236908,5372.93952801589,3
12,39.7162995482158,6059.8580752528,3
11,20.0028694816292,6099.57437480102,3
10,75.480607872737,6119.57724428265,3
9,145.362450840818,6195.05785215538,3
8,58.9455052917083,6340.4203029962,3
7,136.209875571815,6399.36580828791,3
6,111.970470452044,6535.57568385972,3
5,46.7232668851566,6647.54615431177,3
6,50.7520979485198,6694.26942119692,3
5,137.472112477188,6745.02151914544,3
6,113.423237872855,6882.49363162263,3
5,264.154706050585,6995.91686949549,3
6,7.42172016657787,7260.07157554607,3
5,6.95257535575547,7267.49329571265,3
4,5.30238999259745,7274.44587106841,3
3,66.8240092780543,7279.748261061,3
2,8.10234513787145,7346.57227033906,3
1,Inf,7354.67461547693,3
