"depths","durations","times","stages"
1,3.84072515047647,0,1
2,46.9516578443803,3.84072515047647,1
3,2.78806116540035,50.7923829948568,1
4,16.6536820337013,53.5804441602571,1
5,101.955736798954,70.2341261939584,1
4,3.68538061036418,172.189862992913,1
5,31.9392534976306,175.875243603277,1
6,38.131630198718,207.814497100907,1
7,53.3803110152757,245.946127299625,1
6,189.514671185473,299.326438314901,1
7,52.3773751442372,488.841109500374,1
8,3.277811905975,541.218484644611,1
9,127.77650236927,544.496296550586,1
10,91.6126928761121,672.272798919856,1
11,29.0907486326478,763.885491795968,1
12,69.5607442351754,792.976240428616,1
13,8.18057213992608,862.536984663791,1
14,4.29762422669398,870.717556803717,1
15,73.788412207748,875.015181030411,1
15,747.637836438557,948.803593238159,2
14,73.3543764409908,1696.44142967672,2
15,656.305082606153,1769.79580611771,2
15,319.262661499017,2426.10088872386,3
14,96.1493058332558,2745.36355022288,3
13,139.736587823234,2841.51285605613,3
12,78.6193239960962,2981.24944387937,3
11,156.32228970437,3059.86876787546,3
10,28.4841349775984,3216.19105757983,3
9,107.279467034579,3244.67519255743,3
8,99.3644518046071,3351.95465959201,3
7,38.7098297641592,3451.31911139662,3
6,47.6983399640458,3490.02894116078,3
5,44.929077366608,3537.72728112482,3
4,41.3012304784297,3582.65635849143,3
3,28.5600836583089,3623.95758896986,3
2,63.926694378848,3652.51767262817,3
1,Inf,3716.44436700702,3
