"depths","durations","times","stages"
1,17.5453963635235,0,1
2,15.4755510382818,17.5453963635235,1
3,20.7447832990618,33.0209474018053,1
4,19.2507323052902,53.7657307008671,1
5,18.0899414904952,73.0164630061573,1
6,13.3236760135956,91.1064044966525,1
7,6.27643558399619,104.430080510248,1
8,123.471387132925,110.706516094244,1
9,88.994797077573,234.177903227169,1
10,46.8132446212138,323.172700304742,1
11,7.77194496374989,369.985944925956,1
12,67.3878077732289,377.757889889705,1
13,103.573711035476,445.145697662934,1
14,57.0711989584206,548.71940869841,1
15,9.3830658521133,605.790607656831,1
16,118.146274708657,615.173673508944,1
15,172.758425632199,733.319948217601,1
16,1.56831023674147,906.0783738498,1
15,424.820680737507,907.646684086541,1
15,856.212109246633,1332.46736482405,2
16,1149.9962458486,2188.67947407068,2
16,33.3553869150378,3338.67571991928,3
15,217.839555402623,3372.03110683432,3
14,714.657285188492,3589.87066223694,3
13,300.024780553117,4304.52794742543,3
12,142.161180587583,4604.55272797855,3
11,7.88130121943868,4746.71390856613,3
10,13.3303870476966,4754.59520978557,3
11,372.810123923728,4767.92559683327,3
10,471.886557750995,5140.73572075699,3
9,141.446817440405,5612.62227850799,3
8,132.97992987304,5754.06909594839,3
9,20.3234844858207,5887.04902582143,3
8,117.505739601237,5907.37251030725,3
7,343.949427134217,6024.87824990849,3
6,168.868226457627,6368.82767704271,3
5,38.6508429154746,6537.69590350034,3
4,1.81666495460377,6576.34674641581,3
3,5.2805754236806,6578.16341137041,3
2,37.2411726763567,6583.4439867941,3
1,Inf,6620.68515947045,3
