"depths","durations","times","stages"
1,13.3810405885342,0,1
2,85.1654188893884,13.3810405885342,1
3,23.8558624803005,98.5464594779227,1
4,29.3337651239324,122.402321958223,1
5,111.133759884176,151.736087082156,1
6,69.8753890174731,262.869846966332,1
5,8.73557617198531,332.745235983805,1
6,27.2701185255419,341.48081215579,1
7,52.6853619062397,368.750930681332,1
8,21.0734364198207,421.436292587572,1
7,37.6965231263025,442.509729007392,1
8,50.4983515643878,480.206252133695,1
9,9.75881231552717,530.704603698083,1
10,71.1836407950383,540.46341601361,1
11,167.743080589239,611.647056808648,1
12,299.531552688637,779.390137397887,1
12,22.2204059080821,1078.92169008652,2
13,139.127414456332,1101.14209599461,2
12,111.530852356809,1240.26951045094,2
13,286.532232626202,1351.80036280775,2
12,260.418608552308,1638.33259543395,2
13,226.380429489125,1898.75120398626,2
12,18.5963219936766,2125.13163347538,2
13,1091.97194229118,2143.72795546906,2
13,193.872026726645,3235.69989776023,3
12,15.9822417703058,3429.57192448688,3
13,138.914838780053,3445.55416625718,3
12,1758.74644944948,3584.46900503724,3
11,47.3961281475877,5343.21545448672,3
10,7.31530913237111,5390.61158263431,3
9,16.2155426099016,5397.92689176668,3
8,69.5175727618407,5414.14243437658,3
7,11.0103207908023,5483.66000713842,3
6,21.0488403066838,5494.67032792923,3
5,118.762299382091,5515.71916823591,3
6,501.833170479931,5634.481467618,3
5,90.8625894304405,6136.31463809793,3
4,2.8180606554979,6227.17722752837,3
3,2.23886533464065,6229.99528818387,3
2,7.49788837571305,6232.23415351851,3
1,Inf,6239.73204189422,3
