"depths","durations","times","stages"
1,8.2625386534119,0,1
2,18.3210861056409,8.2625386534119,1
3,9.66348367074897,26.5836247590528,1
4,34.7740826334685,36.2471084298018,1
5,48.1994628883845,71.0211910632703,1
6,24.6913517203336,119.220653951655,1
7,38.8220146666694,143.912005671988,1
8,73.8025008044899,182.734020338658,1
9,117.41203065179,256.536521143148,1
10,255.81860866874,373.948551794937,1
11,60.3985327479581,629.767160463677,1
12,6.43051857630644,690.165693211635,1
12,34.6746785366389,696.596211787941,2
13,703.999442449613,731.27089032458,2
12,236.708057638064,1435.27033277419,2
12,57.1328405903962,1671.97839041226,3
11,25.3697380345936,1729.11123100265,3
10,43.5968473681714,1754.48096903725,3
9,74.0895578681373,1798.07781640542,3
8,23.8300816272385,1872.16737427356,3
7,28.1794242328033,1895.9974559008,3
6,32.4307595044295,1924.1768801336,3
5,53.4291666356808,1956.60763963803,3
4,20.903749798015,2010.03680627371,3
3,2.85072094062343,2030.94055607172,3
2,29.6810526241327,2033.79127701235,3
1,Inf,2063.47232963648,3
