"depths","durations","times","stages"
1,15.1914292919509,0,1
2,4.86272103773488,15.1914292919509,1
3,0.671538995423663,20.0541503296858,1
4,2.99640230110122,20.7256893251094,1
5,33.604070614771,23.7220916262107,1
6,10.4682062691245,57.3261622409816,1
7,52.3812399843342,67.7943685101061,1
8,28.9551351052526,120.17560849444,1
9,75.8517161701129,149.130743599693,1
10,24.7715539764613,224.982459769806,1
11,211.547311943093,249.754013746267,1
12,54.4426905187099,461.30132568936,1
13,210.001321177489,515.74401620807,1
13,355.383326221878,725.745337385559,2
14,40.5836982652545,1081.12866360744,2
13,671.229254854903,1121.71236187269,2
13,27.0960920531388,1792.9416167276,3
14,26.8079002643935,1820.03770878073,3
13,52.8584375333351,1846.84560904513,3
12,204.254155832701,1899.70404657846,3
11,71.4469465857755,2103.95820241116,3
10,106.846233032438,2175.40514899694,3
9,31.1057410618137,2282.25138202938,3
8,67.775041404715,2313.35712309119,3
7,117.644686244877,2381.13216449591,3
6,11.653415467978,2498.77685074078,3
7,73.8902167259621,2510.43026620876,3
6,10.7998148025945,2584.32048293472,3
5,31.8548515049702,2595.12029773732,3
4,13.3805844816379,2626.97514924229,3
5,4.34133004397154,2640.35573372393,3
4,41.8533010313167,2644.6970637679,3
3,1.61516094689705,2686.55036479921,3
2,38.7917341906109,2688.16552574611,3
1,Inf,2726.95725993672,3
