"depths","times","stages"
1,0,1
1,30,1
2,60,1
2,90,1
5,120,1
6,150,1
7,180,1
7,210,1
9,240,1
9,270,1
9,300,1
9,330,1
10,360,1
10,390,1
10,420,1
10,450,1
11,480,1
11,510,1
11,540,1
11,570,1
11,600,1
11,630,2
11,660,2
11,690,2
11,720,2
11,750,2
11,780,2
11,810,2
11,840,2
11,870,2
11,900,2
11,930,2
11,960,2
11,990,2
10,1020,2
9,1050,2
9,1080,2
9,1110,2
9,1140,2
9,1170,2
9,1200,2
9,1230,3
9,1260,3
10,1290,3
9,1320,3
9,1350,3
8,1380,3
9,1410,3
9,1440,3
8,1470,3
8,1500,3
8,1530,3
7,1560,3
5,1590,3
4,1620,3
4,1650,3
4,1680,3
4,1710,3
4,1740,3
4,1770,3
4,1800,3
4,1830,3
3,1860,3
3,1890,3
2,1920,3
2,1950,3
2,1980,3
2,2010,3
1,2040,3
