"depths","times","stages"
1,0,1
4,30,1
5,60,1
5,90,1
5,120,1
5,150,1
7,180,1
7,210,1
8,240,1
8,270,1
8,300,1
9,330,1
9,360,1
9,390,1
10,420,1
11,450,1
11,480,1
11,510,1
13,540,1
13,570,1
13,600,2
13,630,2
13,660,2
13,690,2
13,720,2
13,750,2
13,780,2
13,810,2
13,840,2
13,870,2
13,900,2
13,930,2
13,960,2
13,990,2
13,1020,2
13,1050,2
13,1080,2
13,1110,2
13,1140,2
12,1170,2
12,1200,2
12,1230,2
11,1260,2
11,1290,2
10,1320,2
10,1350,2
10,1380,3
10,1410,3
10,1440,3
10,1470,3
10,1500,3
9,1530,3
9,1560,3
9,1590,3
9,1620,3
9,1650,3
9,1680,3
9,1710,3
9,1740,3
9,1770,3
8,1800,3
8,1830,3
7,1860,3
7,1890,3
6,1920,3
6,1950,3
6,1980,3
4,2010,3
4,2040,3
3,2070,3
3,2100,3
3,2130,3
1,2160,3
