"depths","times","stages"
1,0,1
3,30,1
4,60,1
4,90,1
5,120,1
5,150,1
6,180,1
9,210,1
9,240,1
9,270,1
9,300,1
10,330,1
10,360,1
10,390,1
10,420,1
10,450,2
10,480,2
10,510,2
10,540,2
9,570,2
9,600,2
8,630,2
8,660,2
8,690,2
8,720,2
8,750,2
7,780,2
7,810,2
7,840,2
7,870,2
7,900,2
6,930,2
6,960,2
6,990,2
6,1020,2
7,1050,2
7,1080,2
8,1110,2
8,1140,2
8,1170,2
8,1200,2
8,1230,2
8,1260,2
8,1290,2
8,1320,2
8,1350,2
8,1380,2
8,1410,2
8,1440,2
9,1470,2
9,1500,2
9,1530,2
9,1560,2
9,1590,2
9,1620,2
9,1650,2
9,1680,2
8,1710,3
8,1740,3
8,1770,3
8,1800,3
8,1830,3
7,1860,3
7,1890,3
7,1920,3
7,1950,3
6,1980,3
6,2010,3
6,2040,3
5,2070,3
3,2100,3
2,2130,3
1,2160,3
