"depths","times","stages"
1,0,1
5,30,1
5,60,1
6,90,1
7,120,1
7,150,1
7,180,1
7,210,1
8,240,1
9,270,1
9,300,1
9,330,1
9,360,1
9,390,1
9,420,1
10,450,1
10,480,1
11,510,1
11,540,1
11,570,1
11,600,1
12,630,1
13,660,1
13,690,1
13,720,1
13,750,1
13,780,1
13,810,1
13,840,1
13,870,1
13,900,1
13,930,1
13,960,1
13,990,1
13,1020,1
13,1050,2
13,1080,2
13,1110,2
13,1140,2
13,1170,2
13,1200,2
13,1230,2
13,1260,2
13,1290,2
13,1320,2
13,1350,2
13,1380,2
13,1410,2
14,1440,2
14,1470,2
14,1500,2
14,1530,2
14,1560,2
14,1590,2
14,1620,2
14,1650,2
14,1680,2
14,1710,2
14,1740,2
14,1770,2
14,1800,2
14,1830,3
13,1860,3
13,1890,3
13,1920,3
13,1950,3
13,1980,3
12,2010,3
12,2040,3
12,2070,3
11,2100,3
11,2130,3
11,2160,3
11,2190,3
11,2220,3
11,2250,3
11,2280,3
11,2310,3
11,2340,3
11,2370,3
11,2400,3
11,2430,3
11,2460,3
10,2490,3
9,2520,3
9,2550,3
8,2580,3
8,2610,3
7,2640,3
7,2670,3
7,2700,3
7,2730,3
6,2760,3
6,2790,3
6,2820,3
6,2850,3
7,2880,3
6,2910,3
5,2940,3
4,2970,3
2,3000,3
1,3030,3
