"depths","times","stages"
1,0,1
2,30,1
2,60,1
2,90,1
3,120,1
4,150,1
6,180,1
9,210,1
9,240,1
10,270,1
10,300,1
10,330,1
10,360,1
10,390,1
10,420,1
11,450,1
11,480,1
12,510,1
12,540,1
13,570,1
13,600,1
13,630,1
13,660,1
13,690,1
12,720,1
12,750,1
12,780,1
12,810,2
12,840,2
12,870,2
12,900,2
12,930,2
12,960,2
12,990,2
12,1020,2
12,1050,2
12,1080,2
12,1110,2
12,1140,2
12,1170,2
11,1200,2
12,1230,2
12,1260,2
12,1290,2
12,1320,2
12,1350,2
12,1380,2
12,1410,2
12,1440,2
12,1470,2
12,1500,2
12,1530,2
12,1560,2
12,1590,2
12,1620,2
12,1650,2
12,1680,3
12,1710,3
12,1740,3
12,1770,3
11,1800,3
11,1830,3
10,1860,3
10,1890,3
10,1920,3
7,1950,3
6,1980,3
6,2010,3
4,2040,3
4,2070,3
4,2100,3
2,2130,3
1,2160,3
