"depths","times","stages"
1,0,1
4,30,1
4,60,1
6,90,1
7,120,1
7,150,1
9,180,1
9,210,1
10,240,1
10,270,1
10,300,1
10,330,1
10,360,1
11,390,1
11,420,1
12,450,1
12,480,1
13,510,1
14,540,1
14,570,1
15,600,1
15,630,1
16,660,2
16,690,2
16,720,2
16,750,2
16,780,2
16,810,2
16,840,2
16,870,2
16,900,2
16,930,2
16,960,2
16,990,2
16,1020,2
16,1050,2
16,1080,2
16,1110,2
16,1140,2
16,1170,2
16,1200,2
16,1230,2
16,1260,2
16,1290,2
16,1320,2
16,1350,2
16,1380,2
16,1410,2
16,1440,2
16,1470,2
16,1500,3
16,1530,3
16,1560,3
16,1590,3
15,1620,3
15,1650,3
14,1680,3
14,1710,3
14,1740,3
13,1770,3
13,1800,3
13,1830,3
13,1860,3
13,1890,3
13,1920,3
13,1950,3
13,1980,3
13,2010,3
11,2040,3
11,2070,3
12,2100,3
12,2130,3
12,2160,3
12,2190,3
12,2220,3
11,2250,3
12,2280,3
11,2310,3
11,2340,3
11,2370,3
11,2400,3
11,2430,3
10,2460,3
10,2490,3
10,2520,3
9,2550,3
9,2580,3
9,2610,3
10,2640,3
10,2670,3
10,2700,3
8,2730,3
7,2760,3
7,2790,3
7,2820,3
7,2850,3
6,2880,3
5,2910,3
3,2940,3
1,2970,3
