"depths","times","stages"
1,0,1
2,30,1
2,60,1
3,90,1
5,120,1
6,150,1
5,180,1
5,210,1
6,240,1
7,270,1
10,300,1
11,330,1
11,360,1
11,390,1
11,420,1
11,450,1
11,480,1
11,510,1
11,540,1
11,570,1
11,600,1
11,630,1
12,660,1
12,690,1
12,720,1
13,750,1
13,780,1
12,810,1
12,840,2
12,870,2
12,900,2
12,930,2
12,960,2
12,990,2
12,1020,2
12,1050,2
12,1080,2
12,1110,2
12,1140,2
12,1170,2
12,1200,2
12,1230,2
12,1260,2
12,1290,2
12,1320,2
12,1350,2
12,1380,2
12,1410,2
12,1440,2
12,1470,2
12,1500,2
12,1530,2
12,1560,2
12,1590,2
12,1620,2
12,1650,3
12,1680,3
12,1710,3
12,1740,3
12,1770,3
12,1800,3
12,1830,3
11,1860,3
10,1890,3
10,1920,3
8,1950,3
8,1980,3
7,2010,3
6,2040,3
6,2070,3
5,2100,3
5,2130,3
5,2160,3
2,2190,3
1,2220,3
