"depths","times","stages"
1,0,1
3,30,1
5,60,1
6,90,1
7,120,1
7,150,1
8,180,1
9,210,1
9,240,1
9,270,1
11,300,1
12,330,1
12,360,1
12,390,1
12,420,1
12,450,1
12,480,1
12,510,1
12,540,1
13,570,2
13,600,2
13,630,2
13,660,2
13,690,2
13,720,2
13,750,2
13,780,2
13,810,2
13,840,2
13,870,2
13,900,2
13,930,2
13,960,2
13,990,2
13,1020,2
13,1050,2
12,1080,2
11,1110,2
11,1140,2
11,1170,2
11,1200,2
11,1230,2
11,1260,2
11,1290,2
11,1320,2
11,1350,2
11,1380,2
11,1410,2
11,1440,2
11,1470,2
11,1500,2
11,1530,2
11,1560,2
11,1590,2
11,1620,2
11,1650,2
11,1680,3
11,1710,3
11,1740,3
9,1770,3
9,1800,3
6,1830,3
5,1860,3
5,1890,3
5,1920,3
5,1950,3
4,1980,3
2,2010,3
3,2040,3
3,2070,3
2,2100,3
1,2130,3
