"depths","times","stages"
1,0,1
2,30,1
5,60,1
8,90,1
9,120,1
9,150,1
9,180,1
9,210,1
9,240,1
9,270,1
10,300,1
11,330,1
11,360,1
11,390,1
10,420,1
10,450,1
10,480,1
12,510,1
12,540,1
12,570,1
12,600,1
12,630,2
12,660,2
12,690,2
12,720,2
12,750,2
12,780,2
12,810,2
12,840,2
12,870,2
12,900,2
12,930,2
12,960,2
12,990,2
13,1020,2
13,1050,2
13,1080,2
13,1110,2
13,1140,2
13,1170,2
13,1200,2
13,1230,2
13,1260,2
14,1290,2
14,1320,2
14,1350,2
14,1380,2
14,1410,2
14,1440,2
14,1470,3
14,1500,3
14,1530,3
13,1560,3
13,1590,3
12,1620,3
12,1650,3
12,1680,3
12,1710,3
10,1740,3
9,1770,3
9,1800,3
9,1830,3
9,1860,3
9,1890,3
8,1920,3
7,1950,3
7,1980,3
6,2010,3
5,2040,3
4,2070,3
4,2100,3
2,2130,3
1,2160,3
