"depths","times","stages"
1,0,1
4,60,1
6,120,1
7,180,1
9,240,1
11,300,1
12,360,1
13,420,1
13,480,1
15,540,1
15,600,2
15,660,2
15,720,2
15,780,2
15,840,2
14,900,2
14,960,2
14,1020,2
14,1080,2
14,1140,2
14,1200,2
14,1260,2
14,1320,2
14,1380,2
14,1440,2
14,1500,2
14,1560,2
14,1620,2
14,1680,2
14,1740,2
14,1800,3
14,1860,3
14,1920,3
13,1980,3
13,2040,3
13,2100,3
13,2160,3
13,2220,3
13,2280,3
13,2340,3
13,2400,3
13,2460,3
12,2520,3
12,2580,3
12,2640,3
10,2700,3
10,2760,3
10,2820,3
9,2880,3
8,2940,3
8,3000,3
7,3060,3
7,3120,3
7,3180,3
5,3240,3
1,3300,3
