"depths","times","stages"
1,0,1
4,60,1
8,120,1
10,180,1
10,240,1
10,300,1
10,360,1
11,420,1
12,480,1
13,540,1
13,600,1
13,660,1
13,720,1
14,780,1
14,840,1
15,900,2
15,960,2
15,1020,2
15,1080,2
15,1140,2
15,1200,2
15,1260,2
15,1320,2
15,1380,2
15,1440,2
15,1500,2
14,1560,2
14,1620,2
14,1680,2
15,1740,2
15,1800,2
15,1860,2
15,1920,2
15,1980,3
15,2040,3
15,2100,3
15,2160,3
15,2220,3
14,2280,3
13,2340,3
13,2400,3
13,2460,3
14,2520,3
14,2580,3
14,2640,3
14,2700,3
12,2760,3
11,2820,3
10,2880,3
10,2940,3
9,3000,3
8,3060,3
5,3120,3
5,3180,3
5,3240,3
5,3300,3
3,3360,3
3,3420,3
3,3480,3
1,3540,3
