"depths","times","stages"
1,0,1
5,60,1
6,120,1
8,180,1
9,240,1
9,300,1
9,360,1
11,420,1
12,480,1
12,540,1
12,600,1
12,660,2
12,720,2
12,780,2
12,840,2
12,900,2
12,960,2
13,1020,2
13,1080,2
13,1140,2
13,1200,2
13,1260,2
13,1320,2
14,1380,2
14,1440,2
14,1500,2
14,1560,2
14,1620,2
14,1680,3
14,1740,3
14,1800,3
15,1860,3
15,1920,3
15,1980,3
15,2040,3
15,2100,3
15,2160,3
15,2220,3
15,2280,3
15,2340,3
15,2400,3
15,2460,3
15,2520,3
15,2580,3
13,2640,3
13,2700,3
13,2760,3
12,2820,3
12,2880,3
10,2940,3
9,3000,3
9,3060,3
9,3120,3
10,3180,3
10,3240,3
9,3300,3
9,3360,3
8,3420,3
7,3480,3
6,3540,3
5,3600,3
4,3660,3
4,3720,3
5,3780,3
4,3840,3
2,3900,3
1,3960,3
