"depths","times","stages"
1,0,1
4,60,1
6,120,1
5,180,1
7,240,1
6,300,1
7,360,1
9,420,1
9,480,1
9,540,1
10,600,1
12,660,1
13,720,1
15,780,1
15,840,2
15,900,2
15,960,2
15,1020,2
15,1080,2
15,1140,2
15,1200,2
15,1260,2
15,1320,2
15,1380,2
15,1440,2
15,1500,2
15,1560,2
15,1620,2
15,1680,2
15,1740,3
15,1800,3
14,1860,3
14,1920,3
14,1980,3
14,2040,3
14,2100,3
14,2160,3
14,2220,3
14,2280,3
13,2340,3
13,2400,3
13,2460,3
13,2520,3
13,2580,3
13,2640,3
13,2700,3
13,2760,3
13,2820,3
13,2880,3
13,2940,3
13,3000,3
13,3060,3
12,3120,3
11,3180,3
11,3240,3
10,3300,3
10,3360,3
10,3420,3
10,3480,3
10,3540,3
10,3600,3
10,3660,3
10,3720,3
10,3780,3
9,3840,3
9,3900,3
9,3960,3
8,4020,3
7,4080,3
6,4140,3
6,4200,3
4,4260,3
5,4320,3
5,4380,3
1,4440,3
