"depths","times","stages"
1,0,1
5,60,1
10,120,1
11,180,1
12,240,1
12,300,1
12,360,1
13,420,1
13,480,1
13,540,1
14,600,1
16,660,1
16,720,2
15,780,2
15,840,2
15,900,2
15,960,2
15,1020,2
15,1080,2
15,1140,2
15,1200,2
15,1260,2
15,1320,2
15,1380,2
15,1440,2
15,1500,2
15,1560,2
15,1620,2
14,1680,3
14,1740,3
14,1800,3
14,1860,3
13,1920,3
13,1980,3
13,2040,3
13,2100,3
13,2160,3
13,2220,3
12,2280,3
12,2340,3
12,2400,3
11,2460,3
10,2520,3
10,2580,3
10,2640,3
9,2700,3
9,2760,3
8,2820,3
8,2880,3
9,2940,3
7,3000,3
6,3060,3
5,3120,3
3,3180,3
3,3240,3
1,3300,3
