"depths","times","stages"
1,0,1
2,30,1
3,60,1
5,90,1
7,120,1
8,150,1
8,180,1
9,210,1
9,240,1
9,270,1
9,300,1
9,330,1
9,360,1
9,390,1
9,420,1
9,450,1
9,480,1
9,510,1
9,540,1
9,570,1
11,600,1
12,630,1
13,660,1
13,690,1
13,720,1
13,750,1
14,780,1
14,810,2
14,840,2
14,870,2
14,900,2
14,930,2
14,960,2
14,990,2
14,1020,2
14,1050,2
14,1080,2
14,1110,2
14,1140,2
14,1170,2
14,1200,2
14,1230,2
14,1260,2
14,1290,2
14,1320,2
14,1350,2
14,1380,2
14,1410,2
14,1440,2
14,1470,2
14,1500,2
14,1530,2
14,1560,2
14,1590,2
13,1620,3
13,1650,3
13,1680,3
13,1710,3
13,1740,3
13,1770,3
13,1800,3
13,1830,3
13,1860,3
13,1890,3
13,1920,3
13,1950,3
13,1980,3
13,2010,3
13,2040,3
13,2070,3
13,2100,3
13,2130,3
13,2160,3
13,2190,3
13,2220,3
13,2250,3
13,2280,3
13,2310,3
13,2340,3
13,2370,3
12,2400,3
11,2430,3
11,2460,3
10,2490,3
9,2520,3
8,2550,3
8,2580,3
8,2610,3
8,2640,3
7,2670,3
7,2700,3
7,2730,3
7,2760,3
6,2790,3
6,2820,3
6,2850,3
2,2880,3
1,2910,3
