"depths","times","stages"
1,0,1
4,30,1
4,60,1
5,90,1
5,120,1
6,150,1
6,180,1
7,210,1
7,240,1
8,270,1
10,300,1
11,330,1
11,360,1
11,390,1
12,420,1
13,450,1
13,480,1
14,510,1
15,540,1
15,570,1
15,600,1
15,630,1
15,660,1
15,690,1
15,720,1
15,750,1
15,780,1
15,810,1
15,840,2
15,870,2
15,900,2
15,930,2
15,960,2
15,990,2
15,1020,2
15,1050,2
15,1080,2
15,1110,2
15,1140,2
15,1170,2
15,1200,2
15,1230,2
15,1260,2
15,1290,2
15,1320,2
15,1350,2
15,1380,2
15,1410,2
15,1440,2
15,1470,2
15,1500,2
15,1530,2
15,1560,2
15,1590,2
15,1620,2
15,1650,2
15,1680,2
15,1710,2
15,1740,2
15,1770,2
15,1800,2
15,1830,2
15,1860,2
15,1890,2
14,1920,2
14,1950,2
14,1980,3
14,2010,3
14,2040,3
14,2070,3
14,2100,3
14,2130,3
14,2160,3
14,2190,3
14,2220,3
13,2250,3
13,2280,3
13,2310,3
13,2340,3
13,2370,3
13,2400,3
13,2430,3
13,2460,3
13,2490,3
13,2520,3
13,2550,3
13,2580,3
13,2610,3
13,2640,3
13,2670,3
12,2700,3
12,2730,3
12,2760,3
12,2790,3
12,2820,3
12,2850,3
12,2880,3
12,2910,3
11,2940,3
11,2970,3
11,3000,3
11,3030,3
11,3060,3
10,3090,3
10,3120,3
10,3150,3
9,3180,3
9,3210,3
9,3240,3
9,3270,3
9,3300,3
9,3330,3
9,3360,3
8,3390,3
8,3420,3
6,3450,3
4,3480,3
4,3510,3
4,3540,3
4,3570,3
4,3600,3
3,3630,3
2,3660,3
1,3690,3
