"depths","times","stages"
1,0,1
4,30,1
5,60,1
6,90,1
7,120,1
7,150,1
7,180,1
7,210,1
7,240,1
8,270,1
8,300,1
8,330,1
11,360,1
11,390,1
12,420,1
13,450,1
13,480,1
13,510,1
14,540,1
15,570,1
15,600,1
15,630,1
15,660,1
15,690,1
15,720,1
15,750,2
15,780,2
15,810,2
15,840,2
15,870,2
15,900,2
15,930,2
15,960,2
15,990,2
15,1020,2
15,1050,2
15,1080,2
15,1110,2
15,1140,2
15,1170,2
15,1200,2
15,1230,2
15,1260,2
15,1290,2
15,1320,2
15,1350,2
15,1380,2
15,1410,2
15,1440,2
15,1470,2
15,1500,3
15,1530,3
15,1560,3
15,1590,3
15,1620,3
15,1650,3
14,1680,3
13,1710,3
13,1740,3
12,1770,3
11,1800,3
10,1830,3
10,1860,3
10,1890,3
10,1920,3
9,1950,3
9,1980,3
9,2010,3
9,2040,3
9,2070,3
7,2100,3
6,2130,3
5,2160,3
5,2190,3
4,2220,3
3,2250,3
3,2280,3
3,2310,3
3,2340,3
2,2370,3
2,2400,3
1,2430,3
