"depths","times","stages"
1,0,1
4,30,1
6,60,1
5,90,1
6,120,1
6,150,1
7,180,1
8,210,1
9,240,1
9,270,1
10,300,1
10,330,1
11,360,1
13,390,1
13,420,1
13,450,1
15,480,1
15,510,2
15,540,2
15,570,2
15,600,2
15,630,2
15,660,2
15,690,2
15,720,2
15,750,2
15,780,2
15,810,2
15,840,2
15,870,2
15,900,2
15,930,2
15,960,2
15,990,2
15,1020,2
15,1050,2
15,1080,2
15,1110,2
15,1140,2
15,1170,2
15,1200,2
15,1230,2
15,1260,2
15,1290,3
15,1320,3
15,1350,3
15,1380,3
15,1410,3
15,1440,3
15,1470,3
15,1500,3
15,1530,3
15,1560,3
15,1590,3
15,1620,3
15,1650,3
15,1680,3
15,1710,3
15,1740,3
15,1770,3
15,1800,3
15,1830,3
15,1860,3
15,1890,3
15,1920,3
15,1950,3
15,1980,3
15,2010,3
15,2040,3
15,2070,3
15,2100,3
15,2130,3
15,2160,3
14,2190,3
14,2220,3
14,2250,3
14,2280,3
14,2310,3
14,2340,3
14,2370,3
14,2400,3
14,2430,3
14,2460,3
14,2490,3
13,2520,3
13,2550,3
12,2580,3
12,2610,3
12,2640,3
12,2670,3
10,2700,3
10,2730,3
10,2760,3
10,2790,3
10,2820,3
9,2850,3
9,2880,3
9,2910,3
9,2940,3
8,2970,3
7,3000,3
7,3030,3
7,3060,3
6,3090,3
5,3120,3
5,3150,3
5,3180,3
5,3210,3
5,3240,3
2,3270,3
1,3300,3
