"depths","durations","times","stages"
1,23.0548903678261,0,1
2,0.0548513010144234,23.0548903678261,1
3,18.1998052742381,23.1097416688405,1
4,10.8873577633252,41.3095469430786,1
5,4.3040465229456,52.1969047064038,1
6,5.29922143463045,56.5009512293494,1
7,120.708475208823,61.8001726639798,1
8,5.613943717132,182.508647872802,1
9,5.7773637051682,188.122591589934,1
10,24.4221267448738,193.899955295103,1
11,20.059777956314,218.322082039976,1
12,4.43075719910362,238.381859996291,1
13,43.2150735190759,242.812617195394,1
12,14.9932250864277,286.02769071447,1
13,63.7875347218165,301.020915800898,1
14,51.3243338556699,364.808450522714,1
15,97.8371489885502,416.132784378384,1
16,91.779539952349,513.969933366934,1
16,8.01058089360595,605.749473319283,2
15,756.024343191167,613.760054212889,2
15,889.989174658482,1369.78439740406,3
14,321.653475937281,2259.77357206254,3
13,186.689319070145,2581.42704799982,3
12,245.100865339287,2768.11636706996,3
11,431.420915739095,3013.21723240925,3
10,6.14309364405926,3444.63814814835,3
9,52.4737913615536,3450.78124179241,3
8,11.1489853412049,3503.25503315396,3
7,77.6778275004408,3514.40401849516,3
6,18.0801865912508,3592.0818459956,3
5,68.0955788095421,3610.16203258686,3
4,31.6785075623811,3678.2576113964,3
3,26.6513575050285,3709.93611895878,3
2,16.7344136768952,3736.58747646381,3
1,Inf,3753.3218901407,3
