"depths","durations","times","stages"
1,13.3374243781689,0,1
2,125.569760015512,13.3374243781689,1
3,5.25456029130146,138.907184393681,1
4,13.303608757054,144.161744684983,1
5,15.5623840242624,157.465353442037,1
6,8.76948898291155,173.027737466299,1
7,64.8072598474034,181.797226449211,1
8,64.8157045838046,246.604486296614,1
9,89.8266527791661,311.420190880419,1
10,30.0100910570472,401.246843659585,1
11,9.69788603053195,431.256934716632,1
12,49.3850581662027,440.954820747164,1
13,125.453573479611,490.339878913367,1
13,452.845369623693,615.793452392978,2
12,534.079566095829,1068.63882201667,2
12,18.7054593500216,1602.7183881125,3
11,76.3941513141617,1621.42384746252,3
10,17.7327406714903,1697.81799877668,3
9,26.24206737848,1715.55073944817,3
8,5.93913419288583,1741.79280682665,3
7,63.5223695399993,1747.73194101954,3
6,16.1430840188405,1811.25431055954,3
5,60.1484628927835,1827.39739457838,3
4,27.9665604744482,1887.54585747116,3
3,19.3638187973013,1915.51241794561,3
2,78.428946897332,1934.87623674291,3
1,Inf,2013.30518364024,3
