"depths","durations","times","stages"
1,30.2923477476709,0,1
2,8.73272232711315,30.2923477476709,1
3,7.48555103510928,39.0250700747841,1
4,10.3875969364427,46.5106211098933,1
5,73.3699052995612,56.898218046336,1
6,5.551780416475,130.268123345897,1
7,6.94848697001319,135.819903762372,1
8,15.5663313861522,142.768390732385,1
9,96.1339276549144,158.334722118538,1
10,194.700379607133,254.468649773452,1
11,104.375486930768,449.169029380585,1
11,723.925601028117,553.544516311353,2
12,13.7722006569361,1277.47011733947,2
13,132.084476479049,1291.24231799641,2
13,113.684425541238,1423.32679447546,3
12,5.0407034624368,1537.01122001669,3
13,6.17640959719824,1542.05192347913,3
12,0.917385657332488,1548.22833307633,3
11,126.868887952668,1549.14571873366,3
12,37.2935126745142,1676.01460668633,3
11,53.5028555120032,1713.30811936084,3
10,46.5094380208757,1766.81097487285,3
9,176.894201245837,1813.32041289372,3
8,11.9887128239498,1990.21461413956,3
7,10.616489860543,2002.20332696351,3
6,11.9168410935283,2012.81981682405,3
7,19.7134474292397,2024.73665791758,3
6,4.45415404870209,2044.45010534682,3
5,44.9875560941668,2048.90425939552,3
4,2.88381558537822,2093.89181548969,3
3,4.8907651292393,2096.77563107507,3
2,6.27310228534043,2101.66639620431,3
1,Inf,2107.93949848965,3
