"depths","durations","times","stages"
1,16.1740636188964,0,1
2,57.9100326617024,16.1740636188964,1
3,2.85870607864733,74.0840962805988,1
4,64.8044048152626,76.9428023592461,1
5,31.6755133111003,141.747207174509,1
6,2.55690628585094,173.422720485609,1
7,16.8591308304005,175.97962677146,1
8,34.3703044718931,192.83875760186,1
9,4.73239786859264,227.209062073754,1
10,13.3742012060247,231.941459942346,1
11,56.9690327757604,245.315661148371,1
12,37.4113016055587,302.284693924131,1
13,40.3888062879236,339.69599552969,1
14,45.5833098920367,380.084801817614,1
15,2.75684675822657,425.66811170965,1
16,76.6685606958345,428.424958467877,1
15,1.94960330457735,505.093519163711,1
16,185.322886885725,507.043122468289,1
15,65.432968261243,692.366009354014,1
15,59.2665313538214,757.798977615257,2
16,691.428269331469,817.065508969078,2
16,132.260007151681,1508.49377830055,3
15,548.275146456089,1640.75378545223,3
14,22.6803324837238,2189.02893190832,3
13,370.362726954237,2211.70926439204,3
12,30.1419968292657,2582.07199134628,3
11,14.778582029976,2612.21398817554,3
10,66.9638690530055,2626.99257020552,3
9,38.4633130696602,2693.95643925852,3
8,149.05213111725,2732.41975232819,3
7,1.71274086460471,2881.47188344544,3
6,131.144918333086,2883.18462431004,3
7,3.77259336971474,3014.32954264313,3
6,21.3265845618057,3018.10213601284,3
7,48.1870294686287,3039.42872057465,3
8,8.74046566418838,3087.61575004328,3
7,89.194176137652,3096.35621570746,3
6,0.674456872797691,3185.55039184512,3
5,25.994479842484,3186.22484871791,3
4,35.7252495816192,3212.2193285604,3
3,102.196832908447,3247.94457814202,3
2,29.8438829539305,3350.14141105046,3
1,Inf,3379.98529400439,3
