"depths","durations","times","stages"
1,8.71794703323394,0,1
2,30.5688531510545,8.71794703323394,1
3,2.84475054399118,39.2868001842884,1
4,34.8894936399246,42.1315507282796,1
5,2.97700490057468,77.0210443682042,1
6,9.97232932814707,79.9980492687789,1
7,31.4703789961126,89.9703785969259,1
8,0.297610696920643,121.440757593039,1
9,53.695071859673,121.738368289959,1
10,24.0876561440527,175.433440149632,1
11,224.693934546479,199.521096293685,1
12,77.9829986286302,424.215030840164,1
12,433.201093140847,502.198029468794,2
11,92.2748471299808,935.39912260964,2
10,161.763259601796,1027.67396973962,2
11,63.4437669878621,1189.43722934142,2
12,325.795969039623,1252.88099632928,2
12,67.5608008285053,1578.6769653689,3
13,373.977468641805,1646.23776619741,3
12,34.1177106011551,2020.21523483921,3
11,137.526898290368,2054.33294544037,3
10,275.31229097932,2191.85984373073,3
9,14.2208423202487,2467.17213471005,3
8,87.2192188346403,2481.3929770303,3
7,91.6804360406118,2568.61219586494,3
6,21.8137991125695,2660.29263190556,3
5,19.4370320738585,2682.10643101812,3
4,3.39359221106861,2701.54346309198,3
3,4.5957668331298,2704.93705530305,3
2,7.45473136659712,2709.53282213618,3
1,Inf,2716.98755350278,3
