"depths","times","stages"
1,0,1
4,30,1
4,60,1
7,90,1
9,120,1
12,150,1
14,180,1
14,210,1
15,240,1
15,270,1
15,300,1
15,330,1
15,360,1
15,390,1
16,420,1
15,450,1
15,480,1
15,510,1
15,540,1
15,570,1
15,600,1
16,630,1
16,660,1
16,690,1
16,720,1
15,750,1
16,780,1
16,810,2
16,840,2
16,870,2
16,900,2
16,930,2
16,960,2
16,990,2
16,1020,2
16,1050,2
16,1080,2
16,1110,2
16,1140,2
16,1170,2
16,1200,2
15,1230,2
14,1260,2
14,1290,2
14,1320,2
14,1350,2
14,1380,2
14,1410,2
14,1440,2
14,1470,2
14,1500,2
14,1530,2
14,1560,2
14,1590,2
14,1620,2
14,1650,2
14,1680,2
14,1710,3
14,1740,3
14,1770,3
13,1800,3
11,1830,3
11,1860,3
11,1890,3
11,1920,3
11,1950,3
11,1980,3
11,2010,3
10,2040,3
10,2070,3
10,2100,3
10,2130,3
10,2160,3
10,2190,3
10,2220,3
10,2250,3
10,2280,3
10,2310,3
9,2340,3
6,2370,3
5,2400,3
5,2430,3
3,2460,3
1,2490,3
