"depths","times","stages"
1,0,1
4,60,1
6,120,1
9,180,1
11,240,1
13,300,1
13,360,1
13,420,1
13,480,1
13,540,1
15,600,1
15,660,1
15,720,2
16,780,2
16,840,2
16,900,2
16,960,2
16,1020,2
16,1080,2
16,1140,2
16,1200,2
16,1260,2
16,1320,2
16,1380,2
16,1440,2
16,1500,2
16,1560,2
16,1620,2
16,1680,2
16,1740,3
16,1800,3
16,1860,3
15,1920,3
15,1980,3
15,2040,3
15,2100,3
15,2160,3
15,2220,3
13,2280,3
13,2340,3
13,2400,3
13,2460,3
13,2520,3
13,2580,3
13,2640,3
13,2700,3
13,2760,3
13,2820,3
13,2880,3
13,2940,3
13,3000,3
13,3060,3
12,3120,3
12,3180,3
12,3240,3
12,3300,3
12,3360,3
12,3420,3
10,3480,3
8,3540,3
7,3600,3
5,3660,3
5,3720,3
4,3780,3
1,3840,3
