"depths","durations","times","stages"
1,17.0215274053401,0,1
2,39.6349358319005,17.0215274053401,1
3,16.6960737079132,56.6564632372406,1
2,0.747109840964811,73.3525369451538,1
3,1.89809484011776,74.0996467861186,1
4,8.73306939691963,75.9977416262364,1
5,20.3525727034513,84.730811023156,1
6,127.293134438392,105.083383726607,1
7,36.540529239288,232.376518164999,1
8,9.22694159580669,268.917047404287,1
7,4.54132070334828,278.143989000094,1
8,3.29669311211961,282.685309703442,1
9,59.8044213351616,285.982002815562,1
10,91.0260937560731,345.786424150723,1
11,41.0355794649014,436.812517906796,1
12,4.63414988119706,477.848097371698,1
13,325.50961390211,482.482247252895,1
14,188.170360000286,807.991861155005,1
15,25.0881823204833,996.162221155291,1
16,200.626213418503,1021.25040347577,1
15,93.1467658813847,1221.87661689428,1
15,1475.77539299692,1315.02338277566,2
14,647.612760609275,2790.79877577258,2
13,29.7018647247105,3438.41153638185,2
12,110.690507871684,3468.11340110656,2
13,722.34299790805,3578.80390897825,2
13,303.101990771549,4301.1469068863,3
12,362.690926660355,4604.24889765785,3
11,299.683911845797,4966.9398243182,3
10,0.11106599368577,5266.623736164,3
9,335.792695327084,5266.73480215769,3
10,137.415596029131,5602.52749748477,3
9,8.99006683216066,5739.9430935139,3
8,72.873839364398,5748.93316034606,3
7,50.5593330215488,5821.80699971046,3
6,0.21398529596172,5872.36633273201,3
5,303.232504998273,5872.58031802797,3
4,27.2553673420462,6175.81282302624,3
3,41.9211466857141,6203.06819036829,3
2,19.8717909573079,6244.989337054,3
1,Inf,6264.86112801131,3
