"depths","durations","times","stages"
1,11.6857092401869,0,1
2,27.2775026662652,11.6857092401869,1
3,24.8376909711245,38.9632119064521,1
4,33.4825929287967,63.8009028775766,1
5,37.6212379750844,97.2834958063734,1
4,38.87240395372,134.904733781458,1
3,0.487025402720576,173.777137735178,1
4,12.9358526232656,174.264163137898,1
5,70.0464403017305,187.200015761164,1
4,31.6152749278574,257.246456062894,1
5,6.4299735968612,288.861730990752,1
6,94.2201767318826,295.291704587613,1
7,47.2104537596444,389.511881319496,1
8,18.8163211694187,436.72233507914,1
9,111.070651275223,455.538656248559,1
10,41.8300201133551,566.609307523781,1
11,39.4189164103157,608.439327637137,1
12,112.217863547286,647.858244047452,1
13,45.9410780355789,760.076107594738,1
14,19.258946374086,806.017185630317,1
15,358.166690228681,825.276132004403,1
16,112.244780547665,1183.44282223308,1
16,268.851851424056,1295.68760278075,2
15,1355.18597770146,1564.53945420481,2
14,868.421263050569,2919.72543190627,2
13,99.7262228442801,3788.14669495684,2
13,270.083823881538,3887.87291780112,3
12,251.948207974261,4157.95674168265,3
13,344.653882425657,4409.90494965692,3
12,96.1619862202879,4754.55883208257,3
11,133.649649436472,4850.72081830286,3
10,381.882806953125,4984.37046773933,3
9,223.162499395308,5366.25327469246,3
8,123.375560986344,5589.41577408776,3
7,97.9497666414327,5712.79133507411,3
6,36.6620647235241,5810.74110171554,3
5,20.9049744916238,5847.40316643906,3
4,90.2449992825568,5868.30814093069,3
3,12.6974269685625,5958.55314021325,3
2,7.58826099600628,5971.25056718181,3
1,Inf,5978.83882817781,3
