"depths","durations","times","stages"
1,7.5508665308366,0,1
2,29.2945469672811,7.5508665308366,1
3,16.5393993060482,36.8454134981177,1
4,9.28792609820753,53.3848128041659,1
5,58.3897687905157,62.6727389023734,1
4,4.58309525955245,121.062507692889,1
3,3.19905263368929,125.645602952442,1
4,33.6779393774588,128.844655586131,1
5,40.2646952096556,162.52259496359,1
6,44.6598364539082,202.787290173245,1
7,11.404790135114,247.447126627153,1
8,27.4534272358229,258.851916762267,1
9,13.7642978922795,286.30534399809,1
10,156.708394858353,300.06964189037,1
11,34.7843266355605,456.778036748722,1
12,91.1015701249379,491.562363384283,1
11,1.88105663758677,582.663933509221,1
12,251.839818300638,584.544990146808,1
13,83.1702354690624,836.384808447445,1
14,15.942578100288,919.555043916508,1
15,105.751427754548,935.497622016796,1
16,25.8704434409271,1041.24904977134,1
16,1568.68138762609,1067.11949321227,2
15,34.6180636408963,2635.80088083836,2
14,923.126699982134,2670.41894447926,2
13,5.19390398575979,3593.54564446139,2
13,270.605102208095,3598.73954844715,3
14,127.444052592363,3869.34465065524,3
13,47.1444636731881,3996.78870324761,3
12,526.478230319316,4043.93316692079,3
13,416.816837791718,4570.41139724011,3
12,78.4541116936389,4987.22823503183,3
13,60.1410939543521,5065.68234672547,3
12,247.277240040518,5125.82344067982,3
11,149.830607042737,5373.10068072034,3
10,57.8734099160301,5522.93128776308,3
9,124.80279890016,5580.80469767911,3
8,20.3771536817567,5705.60749657927,3
7,22.8883815059853,5725.98465026102,3
6,268.664943323312,5748.87303176701,3
5,73.0516688871876,6017.53797509032,3
4,274.830871814444,6090.58964397751,3
3,67.5481796091099,6365.42051579195,3
2,123.200863797975,6432.96869540106,3
1,Inf,6556.16955919904,3
