"depths","durations","times","stages"
1,30.5154114830212,0,1
2,7.289372677653,30.5154114830212,1
3,9.14528526007707,37.8047841606742,1
4,16.1316178772131,46.9500694207512,1
5,27.5821251325766,63.0816872979644,1
6,62.4358215967757,90.663812430541,1
7,13.6125929953186,153.099634027317,1
8,6.65617556067346,166.712227022635,1
9,14.7078222027843,173.368402583309,1
10,12.5974209426043,188.076224786093,1
9,57.8259043340743,200.673645728697,1
10,179.586103087664,258.499550062772,1
11,20.1790142431741,438.085653150436,1
12,195.501825836711,458.26466739361,1
13,135.58108682679,653.766493230321,1
14,39.8695571534572,789.347580057111,1
15,225.973020603076,829.217137210568,1
15,1480.35744241867,1055.19015781364,2
15,129.932657260515,2535.54760023232,3
14,878.48233386972,2665.48025749283,3
13,40.4947224949192,3543.96259136255,3
12,115.741381623247,3584.45731385747,3
13,565.481992693857,3700.19869548072,3
14,233.578730775534,4265.68068817458,3
13,1045.13190846776,4499.25941895011,3
12,715.545808672933,5544.39132741787,3
11,544.314363652848,6259.9371360908,3
10,70.7323430851766,6804.25149974365,3
9,206.762780092532,6874.98384282882,3
8,48.6715837871898,7081.74662292136,3
7,174.198751166424,7130.41820670855,3
6,47.6985259311678,7304.61695787497,3
5,244.87196830342,7352.31548380614,3
4,134.239769444636,7597.18745210956,3
3,8.38427383724775,7731.42722155419,3
2,69.6745871820549,7739.81149539144,3
1,Inf,7809.4860825735,3
