"depths","times","stages"
1,0,1
2,30,1
3,60,1
4,90,1
5,120,1
5,150,1
5,180,1
5,210,1
6,240,1
7,270,1
8,300,1
8,330,1
9,360,1
9,390,1
9,420,1
9,450,1
11,480,1
11,510,1
11,540,1
11,570,1
11,600,1
12,630,2
12,660,2
12,690,2
13,720,2
13,750,2
13,780,2
13,810,2
13,840,2
13,870,2
13,900,2
13,930,2
13,960,2
13,990,2
13,1020,2
13,1050,2
13,1080,2
13,1110,2
13,1140,2
13,1170,2
13,1200,2
13,1230,2
13,1260,2
13,1290,2
13,1320,2
13,1350,2
13,1380,2
14,1410,2
14,1440,2
14,1470,2
14,1500,2
14,1530,2
14,1560,2
12,1590,3
12,1620,3
12,1650,3
12,1680,3
12,1710,3
12,1740,3
12,1770,3
12,1800,3
11,1830,3
11,1860,3
11,1890,3
11,1920,3
9,1950,3
10,1980,3
9,2010,3
9,2040,3
9,2070,3
8,2100,3
7,2130,3
7,2160,3
7,2190,3
6,2220,3
5,2250,3
4,2280,3
2,2310,3
1,2340,3
